Date,B1,B2,B3,B4,B5,S1
2018-02-17,49,48,14,22,38,9
2018-02-19,32,9,8,29,28,2
2018-02-21,12,41,2,28,16,1
2018-02-24,12,6,9,31,43,3
2018-02-26,13,34,39,42,37,3
2018-02-28,42,5,49,31,28,7
2018-03-03,3,4,8,2,31,9
2018-03-05,44,38,25,17,41,9
2018-03-07,13,6,18,36,37,5
2018-03-10,5,47,23,21,18,6
2018-03-12,27,7,10,38,13,8
2018-03-14,36,46,13,4,3,10
2018-03-17,48,43,36,30,13,9
2018-03-19,20,15,27,46,24,10
2018-03-21,31,45,21,30,29,2
2018-03-24,31,11,44,35,26,9
2018-03-26,27,17,37,10,4,10
2018-03-28,43,39,15,5,45,10
2018-03-31,42,2,41,18,31,8
2018-04-02,28,34,18,13,14,2
2018-04-04,19,40,22,45,36,6
2018-04-07,26,34,10,45,7,7
2018-04-09,1,32,20,28,42,6
2018-04-11,40,46,32,17,1,8
2018-04-14,24,5,49,36,1,7
2018-04-16,16,25,6,21,26,5
2018-04-18,18,11,38,17,46,8
2018-04-21,26,20,2,11,39,5
2018-04-23,2,33,20,29,32,8
2018-04-25,21,23,5,10,36,1
2018-04-28,36,14,40,31,47,2
2018-04-30,43,48,49,36,7,7
2018-05-02,8,1,14,10,21,10
2018-05-05,9,30,47,41,15,5
2018-05-07,43,13,10,23,46,6
2018-05-09,10,23,35,34,5,6
2018-05-12,6,23,9,47,5,10
2018-05-14,40,33,23,1,5,8
2018-05-16,44,37,7,23,41,8
2018-05-19,5,47,30,45,12,9
2018-05-21,20,4,46,16,5,5
2018-05-23,14,29,3,36,25,9
2018-05-26,26,24,2,43,3,8
2018-05-28,35,10,25,21,23,10
2018-05-30,4,44,41,36,33,6
2018-06-02,18,13,31,7,35,4
2018-06-04,8,38,48,16,35,2
2018-06-06,43,5,33,6,47,2
2018-06-09,7,16,5,9,12,10
2018-06-11,44,41,49,25,14,4
2018-06-13,20,48,15,29,49,1
2018-06-16,35,17,8,43,19,9
2018-06-18,34,2,7,13,44,8
2018-06-20,43,33,8,30,6,3
2018-06-23,41,32,49,10,36,10
2018-06-25,14,9,21,13,32,5
2018-06-27,26,11,9,41,8,10
2018-06-30,5,36,23,29,45,7
2018-07-02,48,38,36,45,16,8
2018-07-04,41,23,16,20,45,5
2018-07-07,41,3,34,11,10,10
2018-07-09,9,21,19,36,40,1
2018-07-11,11,46,1,22,42,4
2018-07-14,47,37,45,3,20,3
2018-07-16,36,31,9,16,3,1
2018-07-18,18,26,27,43,35,7
2018-07-21,44,18,9,28,1,10
2018-07-23,7,20,41,40,11,6
2018-07-25,35,27,22,20,30,3
2018-07-28,7,23,13,18,21,10
2018-07-30,33,7,13,41,43,2
2018-08-01,47,15,45,35,17,4
2018-08-04,41,23,9,32,38,3
2018-08-06,30,4,37,32,23,6
2018-08-08,5,19,29,15,24,8
2018-08-11,41,27,44,46,14,5
2018-08-13,10,19,21,2,40,6
2018-08-15,40,21,47,27,6,8
2018-08-18,33,37,31,16,49,8
2018-08-20,15,48,42,18,40,10
2018-08-22,16,42,12,6,40,3
2018-08-25,29,6,15,44,16,3
2018-08-27,40,17,24,18,10,2
2018-08-29,17,45,19,40,31,1
2018-09-01,32,35,11,41,42,6
2018-09-03,18,2,15,1,41,10
2018-09-05,7,39,34,6,15,1
2018-09-08,6,19,22,34,20,10
2018-09-10,27,20,19,46,38,10
2018-09-12,11,33,24,35,4,9
2018-09-15,11,26,1,46,13,5
2018-09-17,43,42,8,15,26,5
2018-09-19,15,42,4,27,25,5
2018-09-22,14,37,39,18,38,9
2018-09-24,12,30,17,8,6,3
2018-09-26,40,18,15,36,10,3
2018-09-29,31,7,15,10,17,4
2018-10-01,6,1,40,7,2,4
2018-10-03,31,24,11,20,32,8
2018-10-06,49,39,8,48,1,9
2018-10-08,46,1,4,23,24,2
2018-10-10,5,24,38,29,4,3
2018-10-13,1,36,45,4,22,8
2018-10-15,8,14,25,19,49,5
2018-10-17,33,13,7,2,41,1
2018-10-20,7,17,31,12,48,8
2018-10-22,10,4,29,19,47,6
2018-10-24,28,45,34,36,9,6
2018-10-27,26,21,36,29,35,9
2018-10-29,9,42,24,43,22,7
2018-10-31,34,14,2,28,38,4
2018-11-03,6,29,8,9,39,2
2018-11-05,9,11,39,29,32,8
2018-11-07,33,27,3,20,6,8
2018-11-10,20,43,18,44,30,7
2018-11-12,13,14,37,21,15,7
2018-11-14,36,41,15,49,48,5
2018-11-17,42,20,27,22,12,7
2018-11-19,33,46,21,20,28,7
2018-11-21,22,45,20,21,23,10
2018-11-24,15,11,5,22,10,5
2018-11-26,36,30,34,14,21,2
2018-11-28,3,38,30,10,15,6
2018-12-01,15,6,3,23,39,2
2018-12-03,1,15,9,19,39,5
2018-12-05,6,19,41,17,18,9
2018-12-08,25,38,11,29,14,8
2018-12-10,8,34,16,13,37,10
2018-12-12,39,21,45,12,44,5
2018-12-15,38,1,3,32,30,6
2018-12-17,2,9,25,35,30,9
2018-12-19,21,3,25,10,11,3
2018-12-22,44,46,31,11,22,5
2018-12-24,10,22,34,43,46,2
2018-12-26,45,9,5,24,11,10
2018-12-29,26,30,42,38,12,5
2018-12-31,43,24,34,27,14,10
2019-01-02,36,12,29,2,26,7
2019-01-05,48,18,40,7,6,7
2019-01-07,1,19,12,31,7,10
2019-01-09,6,19,46,21,15,10
2019-01-12,19,24,11,34,25,8
2019-01-14,35,33,44,1,11,10
2019-01-16,15,11,10,1,31,3
2019-01-19,37,10,39,16,34,7
2019-01-21,17,26,30,47,20,6
2019-01-23,25,17,41,24,38,10
2019-01-26,30,14,12,16,42,2
2019-01-28,37,15,30,6,47,6
2019-01-30,20,47,15,11,30,9
2019-02-02,32,27,5,7,35,3
2019-02-04,40,12,37,24,42,1
2019-02-06,4,15,21,26,22,10
2019-02-09,47,40,45,42,3,9
2019-02-11,43,15,13,48,25,5
2019-02-13,43,41,29,14,7,3
2019-02-16,8,7,25,11,46,7
2019-02-18,18,9,11,33,7,9
2019-02-20,25,29,8,34,15,1
2019-02-23,3,45,13,4,44,5
2019-02-25,7,44,37,48,38,7
2019-02-27,14,1,34,19,4,2
2019-03-02,46,42,38,25,16,9
2019-03-04,4,15,11,36,33,2
2019-03-06,14,23,15,44,46,5
2019-03-09,32,47,43,35,15,10
2019-03-11,25,24,16,6,5,1
2019-03-13,29,5,20,8,32,3
2019-03-16,33,19,1,31,22,1
2019-03-18,38,23,45,24,44,6
2019-03-20,13,3,21,2,40,8
2019-03-23,12,1,40,28,26,6
2019-03-25,46,47,23,22,24,2
2019-03-27,49,45,25,10,19,1
2019-03-30,15,44,41,3,2,3
2019-04-01,32,14,35,46,11,10
2019-04-03,16,38,18,45,10,3
2019-04-06,19,26,13,27,24,7
2019-04-08,24,9,26,15,13,9
2019-04-10,22,23,14,42,16,5
2019-04-13,17,9,1,24,46,8
2019-04-15,32,44,40,17,38,6
2019-04-17,29,17,34,48,8,3
2019-04-20,4,30,15,49,45,3
2019-04-22,39,7,21,29,5,7
2019-04-24,3,11,35,13,15,3
2019-04-27,27,17,26,25,33,2
2019-04-29,33,43,39,6,29,2
2019-05-01,26,48,25,16,34,8
2019-05-04,38,18,3,24,29,9
2019-05-06,23,38,5,24,35,3
2019-05-08,2,16,4,20,35,5
2019-05-11,24,44,34,19,45,2
2019-05-13,15,24,37,40,41,4
2019-05-15,38,44,46,27,42,1
2019-05-18,19,4,10,42,46,5
2019-05-20,32,14,43,29,41,1
2019-05-22,1,48,27,49,37,1
2019-05-25,42,47,2,13,43,10
2019-05-27,33,13,28,18,42,9
2019-05-29,36,48,14,13,6,2
2019-06-01,35,26,13,45,20,3
2019-06-03,42,12,9,41,33,1
2019-06-05,28,47,26,38,17,7
2019-06-08,14,41,9,10,45,1
2019-06-10,9,24,18,49,39,8
2019-06-12,25,31,45,38,3,9
2019-06-15,2,13,20,30,37,6
2019-06-17,20,49,31,12,13,2
2019-06-19,45,46,4,36,18,5
2019-06-22,13,20,10,25,27,2
2019-06-24,33,16,1,32,45,6
2019-06-26,4,47,43,30,7,10
2019-06-29,46,42,1,4,3,3
2019-07-01,38,23,41,3,17,3
2019-07-03,39,38,8,31,45,8
2019-07-06,13,6,2,27,12,10
2019-07-08,26,11,38,20,33,10
2019-07-10,7,21,29,35,47,6
2019-07-13,27,18,49,37,48,10
2019-07-15,10,1,19,13,3,4
2019-07-17,26,4,27,47,28,8
2019-07-20,21,17,29,35,18,6
2019-07-22,28,37,44,11,7,3
2019-07-24,39,25,10,32,40,10
2019-07-27,25,28,39,47,31,8
2019-07-29,6,29,3,47,21,3
2019-07-31,32,18,8,36,30,5
2019-08-03,10,4,5,23,7,4
2019-08-05,5,45,22,26,33,9
2019-08-07,26,28,36,29,5,4
2019-08-10,37,4,12,9,18,3
2019-08-12,31,30,9,20,34,10
2019-08-14,45,17,27,48,34,2
2019-08-17,1,21,28,8,37,2
2019-08-19,14,31,7,28,2,3
2019-08-21,17,3,38,1,25,8
2019-08-24,23,31,15,38,17,4
2019-08-26,4,21,46,27,47,6
2019-08-28,14,25,47,7,42,5
2019-08-31,47,21,25,19,38,4
2019-09-02,6,2,44,33,21,4
2019-09-04,25,2,4,7,35,3
2019-09-07,16,12,27,30,2,2
2019-09-09,42,2,44,28,5,8
2019-09-11,35,19,6,27,14,10
2019-09-14,28,23,18,26,19,9
2019-09-16,42,35,31,32,13,5
2019-09-18,16,6,36,5,3,10
2019-09-21,15,42,41,44,8,10
2019-09-23,36,20,42,34,29,4
2019-09-25,7,1,26,22,15,3
2019-09-28,18,15,12,19,40,5
2019-09-30,43,2,33,23,47,2
2019-10-02,33,37,32,35,49,3
2019-10-05,30,2,38,16,31,5
2019-10-07,19,4,2,35,11,5
2019-10-09,14,39,17,44,36,5
2019-10-12,27,16,12,37,10,9
2019-10-14,16,48,18,24,6,9
2019-10-16,19,30,5,18,35,2
2019-10-19,36,23,24,31,32,8
2019-10-21,13,42,40,48,3,4
2019-10-23,49,44,31,33,40,1
2019-10-26,11,30,44,13,20,9
2019-10-28,46,17,36,35,18,4
2019-10-30,46,13,48,2,22,1
2019-11-02,41,1,18,16,13,3
2019-11-04,16,9,42,1,39,7
2019-11-06,43,27,23,44,42,10
2019-11-09,26,24,6,18,29,3
2019-11-11,28,14,27,13,25,5
2019-11-13,22,13,10,35,19,1
2019-11-16,10,49,30,12,29,9
2019-11-18,31,44,6,15,12,7
2019-11-20,22,23,7,30,37,3
2019-11-23,4,27,28,9,22,4
2019-11-25,44,41,35,33,38,8
2019-11-27,44,2,15,29,18,4
2019-11-30,7,25,17,48,16,3
2019-12-02,39,28,14,11,42,9
2019-12-04,8,30,26,35,40,2
2019-12-07,40,29,44,38,10,8
2019-12-09,1,34,15,24,25,8
2019-12-11,25,33,48,1,40,8
2019-12-14,3,48,17,4,38,9
2019-12-16,38,26,39,35,10,6
2019-12-18,23,6,17,5,7,9
2019-12-21,48,23,27,19,22,2
2019-12-23,37,36,32,20,7,2
2019-12-25,36,40,45,24,15,9
2019-12-28,24,48,49,18,8,8
2019-12-30,12,38,34,32,48,6
2020-01-01,11,7,32,24,4,10
2020-01-04,22,9,43,31,34,5
2020-01-06,49,10,19,26,30,3
2020-01-08,17,44,29,16,37,8
2020-01-11,48,14,2,23,13,3
2020-01-13,16,11,25,32,14,9
2020-01-15,35,19,8,22,46,2
2020-01-18,12,1,33,13,2,9
2020-01-20,13,38,31,30,26,1
2020-01-22,25,28,42,26,12,10
2020-01-25,36,17,30,7,11,5
2020-01-27,27,12,10,7,41,1
2020-01-29,31,30,6,14,45,8
2020-02-01,36,25,22,21,16,9
2020-02-03,49,20,7,31,33,4
2020-02-05,30,21,6,11,29,4
2020-02-08,47,31,12,45,7,10
2020-02-10,15,49,37,25,38,8
2020-02-12,47,38,17,30,43,5
2020-02-15,48,4,25,5,45,7
2020-02-17,44,39,7,41,19,1
2020-02-19,40,16,21,41,46,2
2020-02-22,4,39,26,5,24,4
2020-02-24,20,15,27,9,47,7
2020-02-26,20,6,30,32,45,4
2020-02-29,37,24,19,10,5,6
2020-03-02,42,26,21,39,40,5
2020-03-04,10,17,33,30,49,4
2020-03-07,5,35,37,4,24,2
2020-03-09,26,41,5,33,42,7
2020-03-11,38,45,5,14,46,1
2020-03-14,28,41,38,31,43,10
2020-03-16,44,16,4,40,23,3
2020-03-18,48,10,46,28,29,9
2020-03-21,16,37,8,7,42,8
2020-03-23,28,49,5,48,21,2
2020-03-25,40,45,24,32,34,1
2020-03-28,35,23,26,32,22,5
2020-03-30,21,37,12,17,23,7
2020-04-01,41,48,42,28,3,6
2020-04-04,40,2,35,39,42,9
2020-04-06,23,29,18,35,7,4
2020-04-08,16,9,19,26,6,9
2020-04-11,8,43,1,48,41,7
2020-04-13,42,1,19,23,17,9
2020-04-15,16,1,31,48,3,6
2020-04-18,45,1,33,47,27,8
2020-04-20,37,5,9,7,41,6
2020-04-22,28,30,43,40,41,7
2020-04-25,49,6,24,13,10,3
2020-04-27,41,11,19,29,14,9
2020-04-29,25,29,47,5,7,1
2020-05-02,43,22,12,30,9,4
2020-05-04,39,8,9,33,15,10
2020-05-06,48,36,14,15,10,3
2020-05-09,48,39,29,47,35,7
2020-05-11,34,5,33,3,17,10
2020-05-13,43,4,17,38,49,8
2020-05-16,26,27,41,46,19,4
2020-05-18,20,30,35,14,10,9
2020-05-20,45,14,39,20,47,8
2020-05-23,22,28,3,23,29,2
2020-05-25,9,26,30,42,36,4
2020-05-27,29,6,12,44,31,6
2020-05-30,5,14,42,44,16,9
2020-06-01,24,26,2,36,32,7
2020-06-03,12,13,26,44,16,6
2020-06-06,14,7,43,44,29,5
2020-06-08,8,22,26,46,2,1
2020-06-10,47,36,20,11,9,2
2020-06-13,25,32,6,5,28,4
2020-06-15,22,49,26,2,47,2
2020-06-17,26,13,10,20,46,1
2020-06-20,8,24,33,38,14,5
2020-06-22,9,36,5,21,39,5
2020-06-24,36,8,31,34,17,7
2020-06-27,1,39,2,6,27,4
2020-06-29,21,29,20,47,46,7
2020-07-01,44,47,5,13,14,8
2020-07-04,23,13,27,44,36,6
2020-07-06,2,11,42,30,35,6
2020-07-08,30,48,37,9,26,8
2020-07-11,32,6,35,28,40,7
2020-07-13,24,3,35,46,2,8
2020-07-15,6,12,4,35,44,3
2020-07-18,11,42,22,34,43,4
2020-07-20,8,42,22,28,26,2
2020-07-22,4,28,38,20,18,1
2020-07-25,18,10,6,15,48,4
2020-07-27,19,24,45,15,25,3
2020-07-29,47,46,7,19,39,5
2020-08-01,17,18,25,38,9,9
2020-08-03,43,48,42,23,30,7
2020-08-05,46,32,22,15,17,8
2020-08-08,35,42,49,4,6,9
2020-08-10,28,38,2,1,11,6
2020-08-12,17,47,30,3,44,3
2020-08-15,5,41,3,42,15,7
2020-08-17,6,1,39,48,40,6
2020-08-19,35,11,13,4,34,1
2020-08-22,7,11,5,32,33,5
2020-08-24,28,18,22,37,19,2
2020-08-26,13,45,4,40,31,3
2020-08-29,23,15,38,21,39,4
2020-08-31,7,16,17,4,11,10
2020-09-02,14,23,21,47,3,3
2020-09-05,22,15,19,24,46,3
2020-09-07,37,35,31,44,14,7
2020-09-09,24,48,20,29,45,3
2020-09-12,16,46,12,21,24,2
2020-09-14,23,49,5,13,32,2
2020-09-16,28,19,49,23,17,7
2020-09-19,33,42,27,46,32,7
2020-09-21,46,41,38,19,16,9
2020-09-23,11,5,25,23,33,5
2020-09-26,4,31,49,8,39,9
2020-09-28,33,22,44,6,35,2
2020-09-30,26,24,49,32,2,5
2020-10-03,31,36,9,33,18,2
2020-10-05,6,22,19,5,9,5
2020-10-07,17,30,6,49,19,2
2020-10-10,48,26,31,47,42,8
2020-10-12,18,7,21,42,11,3
2020-10-14,19,42,32,26,39,6
2020-10-17,28,23,24,9,20,4
2020-10-19,7,35,48,28,25,1
2020-10-21,35,48,33,21,15,1
2020-10-24,8,25,4,12,45,2
2020-10-26,33,7,8,12,22,5
2020-10-28,25,43,30,2,19,9
2020-10-31,22,35,9,28,13,5
2020-11-02,42,43,38,33,31,3
2020-11-04,29,10,16,14,9,1
2020-11-07,45,5,48,42,30,9
2020-11-09,26,18,41,38,5,10
2020-11-11,15,17,10,37,16,9
2020-11-14,40,26,17,24,43,9
2020-11-16,7,47,16,33,42,7
2020-11-18,28,11,14,43,41,8
2020-11-21,49,17,44,5,46,4
2020-11-23,15,20,12,6,1,1
2020-11-25,1,26,14,31,10,4
2020-11-28,9,25,2,47,35,10
2020-11-30,28,9,26,29,18,3
2020-12-02,23,14,40,46,27,1
2020-12-05,34,20,14,35,9,1
2020-12-07,45,27,48,4,38,4
2020-12-09,47,17,48,39,24,7
2020-12-12,14,31,9,45,23,6
2020-12-14,47,48,13,34,2,6
2020-12-16,21,6,41,17,16,9
2020-12-19,30,29,49,23,10,5
2020-12-21,10,31,36,37,44,5
2020-12-23,5,3,39,31,38,9
2020-12-26,31,3,40,35,2,7
2020-12-28,41,34,42,22,1,5
2020-12-30,36,20,13,31,38,1
2021-01-02,5,27,7,24,41,10
2021-01-04,31,39,30,49,19,8
2021-01-06,41,21,32,47,11,9
2021-01-09,49,12,27,11,7,1
2021-01-11,33,46,8,17,1,5
2021-01-13,32,42,30,17,41,5
2021-01-16,44,20,14,22,36,2
2021-01-18,5,43,10,48,25,10
2021-01-20,21,11,22,40,32,9
2021-01-23,1,19,13,24,48,5
2021-01-25,13,31,49,7,3,5
2021-01-27,27,44,25,23,6,6
2021-01-30,17,5,33,9,37,4
2021-02-01,1,18,45,17,21,9
2021-02-03,17,31,26,37,21,10
2021-02-06,44,42,15,9,47,10
2021-02-08,19,10,9,29,5,8
2021-02-10,44,13,29,15,33,4
2021-02-13,13,17,31,28,9,10
2021-02-15,13,22,17,6,12,7
2021-02-17,34,31,35,41,29,8
2021-02-20,21,36,19,39,49,5
2021-02-22,3,37,26,15,24,7
2021-02-24,47,18,41,10,19,2
2021-02-27,4,29,42,43,11,10
2021-03-01,4,14,21,47,8,9
2021-03-03,38,8,41,49,19,7
2021-03-06,11,22,3,13,30,8
2021-03-08,24,8,38,19,40,10
2021-03-10,26,42,33,20,34,9
2021-03-13,47,22,19,4,10,8
2021-03-15,29,38,33,15,41,2
2021-03-17,45,18,46,3,30,3
2021-03-20,42,18,14,4,27,3
2021-03-22,15,6,34,39,24,4
2021-03-24,22,38,28,37,9,10
2021-03-27,16,11,18,8,10,5
2021-03-29,41,28,18,13,38,1
2021-03-31,2,27,24,35,22,5
2021-04-03,17,1,38,2,45,2
2021-04-05,32,22,2,12,15,8
2021-04-07,35,19,9,16,43,4
2021-04-10,9,35,15,8,4,8
2021-04-12,43,14,26,7,11,7
2021-04-14,27,25,20,23,47,6
2021-04-17,38,37,17,34,30,1
2021-04-19,49,17,36,44,27,1
2021-04-21,45,31,6,49,39,4
2021-04-24,41,12,26,42,36,7
2021-04-26,2,34,41,32,8,6
2021-04-28,4,15,10,49,12,6
2021-05-01,27,25,5,34,38,7
2021-05-03,44,8,11,48,37,6
2021-05-05,36,48,46,41,8,6
2021-05-08,41,35,40,6,24,6
2021-05-10,44,12,13,17,27,10
2021-05-12,19,11,22,36,9,1
2021-05-15,7,31,29,24,47,3
2021-05-17,23,42,3,17,47,4
2021-05-19,28,17,41,3,23,3
2021-05-22,9,2,45,19,7,10
2021-05-24,11,44,47,29,7,9
2021-05-26,20,1,22,5,42,6
2021-05-29,32,4,36,44,9,3
2021-05-31,25,3,13,32,47,9
2021-06-02,33,34,25,3,26,6
2021-06-05,45,16,6,37,25,9
2021-06-07,6,28,34,7,11,8
2021-06-09,16,33,41,2,24,8
2021-06-12,9,2,5,29,10,1
2021-06-14,40,12,47,21,19,7
2021-06-16,22,23,35,46,3,9
2021-06-19,3,44,46,27,14,6
2021-06-21,44,21,25,18,47,10
2021-06-23,1,16,6,3,40,1
2021-06-26,37,24,38,13,45,6
2021-06-28,4,28,48,8,15,1
2021-06-30,8,44,6,48,31,9
2021-07-03,33,48,13,2,19,2
2021-07-05,43,36,3,32,45,2
2021-07-07,37,18,8,44,46,2
2021-07-10,43,3,38,42,46,1
2021-07-12,38,31,8,37,30,1
2021-07-14,36,18,38,31,29,10
2021-07-17,31,8,47,11,17,6
2021-07-19,3,28,15,4,2,5
2021-07-21,27,25,6,37,32,9
2021-07-24,24,40,5,31,22,9
2021-07-26,42,5,34,21,37,10
2021-07-28,1,28,3,29,8,6
2021-07-31,22,6,46,7,17,3
2021-08-02,24,44,46,42,7,2
2021-08-04,21,36,22,20,44,10
2021-08-07,7,24,36,6,47,10
2021-08-09,37,43,45,28,38,3
2021-08-11,43,13,21,5,6,4
2021-08-14,4,28,42,49,35,7
2021-08-16,22,27,13,10,49,4
2021-08-18,4,7,12,24,25,2
2021-08-21,46,8,2,19,29,2
2021-08-23,13,22,31,11,21,6
2021-08-25,19,9,29,26,3,8
2021-08-28,48,43,46,11,8,9
2021-08-30,32,34,18,44,3,9
2021-09-01,49,27,32,24,17,7
2021-09-04,41,49,30,45,35,3
2021-09-06,3,31,36,13,40,9
2021-09-08,7,34,27,12,15,4
2021-09-11,5,3,49,33,15,8
2021-09-13,4,30,24,21,40,4
2021-09-15,48,22,4,30,27,7
2021-09-18,39,38,21,2,9,2
2021-09-20,12,10,45,15,31,5
2021-09-22,5,40,13,14,9,1
2021-09-25,20,35,49,18,16,1
2021-09-27,12,26,31,40,37,3
2021-09-29,6,39,28,13,33,10
2021-10-02,6,46,35,20,8,9
2021-10-04,44,15,5,19,7,1
2021-10-06,44,34,20,8,41,2
2021-10-09,22,29,19,15,34,3
2021-10-11,26,7,1,9,28,3
2021-10-13,21,20,19,43,49,10
2021-10-16,23,15,46,5,37,10
2021-10-18,41,27,36,35,9,6
2021-10-20,26,35,16,22,42,4
2021-10-23,6,36,35,10,48,9
2021-10-25,31,48,43,37,3,10
2021-10-27,41,16,44,27,15,9
2021-10-30,46,11,43,12,30,9
2021-11-01,47,27,26,43,1,6
2021-11-03,7,39,31,38,42,10
2021-11-06,19,2,18,22,4,3
2021-11-08,44,32,11,48,7,3
2021-11-10,31,12,9,40,41,2
2021-11-13,39,13,12,31,26,6
2021-11-15,34,7,8,41,42,8
2021-11-17,37,40,36,4,43,6
2021-11-20,44,9,18,17,42,8
2021-11-22,19,12,8,41,16,5
2021-11-24,14,34,39,24,47,8
2021-11-27,25,28,46,12,27,4
2021-11-29,30,26,35,44,31,4
2021-12-01,26,18,3,49,46,6
2021-12-04,23,18,34,5,44,5
2021-12-06,29,16,36,7,15,6
2021-12-08,28,26,1,30,16,4
2021-12-11,16,45,34,42,26,9
2021-12-13,23,38,36,18,19,1
2021-12-15,34,47,11,37,38,8
2021-12-18,10,46,2,31,38,8
2021-12-20,22,23,12,47,25,1
2021-12-22,41,20,46,11,24,1
2021-12-25,6,25,48,21,37,10
2021-12-27,32,20,6,12,14,8
2021-12-29,21,18,33,49,48,7
2022-01-01,30,36,14,6,39,5
2022-01-03,33,36,34,38,22,5
2022-01-05,17,45,30,32,6,4
2022-01-08,22,42,43,17,25,10
2022-01-10,14,43,34,41,35,9
2022-01-12,23,20,1,26,44,4
2022-01-15,19,10,30,13,47,8
2022-01-17,4,27,5,15,22,9
2022-01-19,44,27,41,8,43,6
2022-01-22,26,3,39,17,30,8
2022-01-24,15,38,7,4,40,2
2022-01-26,14,16,33,38,45,10
2022-01-29,42,29,25,46,8,9
2022-01-31,25,32,31,36,10,8
2022-02-02,11,37,49,28,40,4
2022-02-05,48,31,24,11,38,9
2022-02-07,37,15,18,31,46,3
2022-02-09,44,48,31,46,21,1
2022-02-12,45,22,28,40,37,10
2022-02-14,26,13,29,15,20,5
2022-02-16,22,24,41,21,32,2
2022-02-19,32,24,49,39,40,1
2022-02-21,2,6,10,32,17,5
2022-02-23,33,15,6,12,14,8
2022-02-26,29,39,28,22,30,3
2022-02-28,43,9,21,36,27,2
2022-03-02,46,4,3,43,22,6
2022-03-05,37,26,36,14,1,3
2022-03-07,8,27,29,15,41,4
2022-03-09,32,8,21,41,25,4
2022-03-12,16,47,33,21,5,5
2022-03-14,11,5,32,49,9,6
2022-03-16,1,49,12,39,24,3
2022-03-19,44,38,33,49,41,7
2022-03-21,10,26,46,35,5,9
2022-03-23,20,2,29,39,18,10
2022-03-26,40,10,37,34,12,5
2022-03-28,16,48,21,5,26,10
2022-03-30,12,34,16,26,10,7
2022-04-02,15,6,11,28,24,10
2022-04-04,23,22,33,36,10,6
2022-04-06,6,20,48,12,38,7
2022-04-09,3,15,13,29,40,10
2022-04-11,32,3,22,18,17,10
2022-04-13,36,29,44,46,35,8
2022-04-16,4,41,30,27,21,6
2022-04-18,10,39,33,9,47,5
2022-04-20,45,46,4,13,33,7
2022-04-23,44,20,11,9,42,4
2022-04-25,31,36,42,23,8,7
2022-04-27,8,13,1,43,31,10
2022-04-30,6,27,5,21,47,9
2022-05-02,46,20,13,47,8,7
2022-05-04,37,30,17,12,41,2
2022-05-07,23,37,38,7,15,3
2022-05-09,6,33,7,9,15,2
2022-05-11,23,45,7,2,46,10
2022-05-14,4,44,29,32,24,4
2022-05-16,21,33,4,14,32,1
2022-05-18,14,23,22,45,36,7
2022-05-21,1,12,41,7,21,4
2022-05-23,30,26,48,41,47,6
2022-05-25,37,30,24,27,45,10
2022-05-28,20,27,21,26,7,7
2022-05-30,22,12,38,13,14,2
2022-06-01,33,4,35,22,2,7
2022-06-04,9,23,17,42,6,5
2022-06-06,20,5,22,23,18,5
2022-06-08,38,33,39,27,26,5
2022-06-11,7,28,4,11,10,8
2022-06-13,44,45,46,43,31,10
2022-06-15,11,37,44,13,21,6
2022-06-18,31,1,12,32,28,9
2022-06-20,27,47,23,48,14,3
2022-06-22,17,40,10,27,23,2
2022-06-25,2,47,40,31,49,9
2022-06-27,34,31,36,24,37,1
2022-06-29,16,47,43,24,26,9
2022-07-02,32,20,22,46,34,9
2022-07-04,18,20,4,12,26,8
2022-07-06,43,16,10,25,44,4
2022-07-09,37,24,34,9,8,2
2022-07-11,10,5,49,47,1,1
2022-07-13,30,48,7,31,46,3
2022-07-16,3,33,4,49,14,3
2022-07-18,18,29,49,37,5,8
2022-07-20,29,21,31,47,17,4
2022-07-23,15,47,39,25,41,9
2022-07-25,26,42,13,7,24,2
2022-07-27,13,43,31,47,46,10
2022-07-30,14,21,24,2,38,6
2022-08-01,38,1,4,23,30,6
2022-08-03,45,10,5,40,32,5
2022-08-06,37,28,23,38,6,1
2022-08-08,41,22,3,37,40,2
2022-08-10,15,35,11,28,9,2
2022-08-13,17,38,37,11,39,2
2022-08-15,34,4,48,42,22,3
2022-08-17,16,5,14,29,17,3
2022-08-20,21,38,17,1,46,2
2022-08-22,39,46,2,9,44,9
2022-08-24,39,42,36,27,22,10
2022-08-27,32,39,22,11,34,3
2022-08-29,5,10,28,34,22,4
2022-08-31,9,39,10,15,45,7
2022-09-03,35,24,44,38,32,6
2022-09-05,5,1,35,27,40,4
2022-09-07,20,35,30,3,29,9
2022-09-10,25,3,8,49,24,5
2022-09-12,4,49,20,7,21,10
2022-09-14,40,10,38,26,45,1
2022-09-17,12,17,1,20,3,3
2022-09-19,5,7,44,15,33,1
2022-09-21,3,12,22,9,37,10
2022-09-24,25,6,32,7,4,10
2022-09-26,29,49,35,18,39,1
2022-09-28,12,39,26,14,29,10
2022-10-01,8,7,35,36,26,2
2022-10-03,20,40,31,7,23,1
2022-10-05,32,23,39,35,14,7
2022-10-08,17,20,48,16,34,7
2022-10-10,19,40,32,13,46,7
2022-10-12,17,44,7,40,39,3
2022-10-15,31,16,27,24,46,1
2022-10-17,38,49,20,16,40,2
2022-10-19,35,16,38,46,25,8
2022-10-22,12,2,25,35,7,10
2022-10-24,43,28,33,37,29,1
2022-10-26,45,30,4,2,23,5
